seed,cope,target,subject,phase,conn
mOFC,acq_ext,lh_hpc,7,memory_run-03,-0.10255502
mOFC,acq_ext,lh_hpc,8,memory_run-01,0.09027816
mOFC,acq_ext,lh_hpc,8,memory_run-02,0.10029731
mOFC,acq_ext,lh_hpc,8,memory_run-03,0.46149683
mOFC,acq_ext,lh_hpc,9,memory_run-01,-0.11638652
mOFC,acq_ext,lh_hpc,9,memory_run-02,0.127416
mOFC,acq_ext,lh_hpc,9,memory_run-03,-0.64064157
mOFC,acq_ext,lh_hpc,10,memory_run-01,-0.15008573
mOFC,acq_ext,lh_hpc,10,memory_run-02,-1.2229171
mOFC,acq_ext,lh_hpc,10,memory_run-03,-0.2967022
mOFC,acq_ext,lh_hpc,12,memory_run-01,-0.08334292
mOFC,acq_ext,lh_hpc,12,memory_run-02,0.10930124
mOFC,acq_ext,lh_hpc,12,memory_run-03,0.63598454
mOFC,acq_ext,lh_hpc,13,memory_run-01,0.282257
mOFC,acq_ext,lh_hpc,13,memory_run-02,0.6196857
mOFC,acq_ext,lh_hpc,13,memory_run-03,0.048353188
mOFC,acq_ext,lh_hpc,14,memory_run-01,0.16535164
mOFC,acq_ext,lh_hpc,14,memory_run-02,0.9338985
mOFC,acq_ext,lh_hpc,14,memory_run-03,0.23217249
mOFC,acq_ext,lh_hpc,15,memory_run-01,-0.18868268
mOFC,acq_ext,lh_hpc,15,memory_run-02,-0.64872944
mOFC,acq_ext,lh_hpc,15,memory_run-03,-0.14469895
mOFC,acq_ext,lh_hpc,16,memory_run-01,-0.28976873
mOFC,acq_ext,lh_hpc,16,memory_run-02,-0.19948834
mOFC,acq_ext,lh_hpc,16,memory_run-03,0.17339435
mOFC,acq_ext,lh_hpc,17,memory_run-01,-0.78597426
mOFC,acq_ext,lh_hpc,17,memory_run-02,0.42052004
mOFC,acq_ext,lh_hpc,17,memory_run-03,-0.17405123
mOFC,acq_ext,lh_hpc,18,memory_run-01,-0.2530276
mOFC,acq_ext,lh_hpc,18,memory_run-02,0.88939786
mOFC,acq_ext,lh_hpc,18,memory_run-03,-0.5539349
mOFC,acq_ext,lh_hpc,19,memory_run-01,-0.43560687
mOFC,acq_ext,lh_hpc,19,memory_run-02,-0.4270124
mOFC,acq_ext,lh_hpc,19,memory_run-03,1.1311046
mOFC,acq_ext,lh_hpc,20,memory_run-01,0.078487895
mOFC,acq_ext,lh_hpc,20,memory_run-02,0.21586615
mOFC,acq_ext,lh_hpc,20,memory_run-03,0.45068142
mOFC,acq_ext,lh_hpc,21,memory_run-01,-1.1737014
mOFC,acq_ext,lh_hpc,21,memory_run-02,0.17624652
mOFC,acq_ext,lh_hpc,21,memory_run-03,-0.08878983
mOFC,acq_ext,lh_hpc,23,memory_run-01,-0.26715237
mOFC,acq_ext,lh_hpc,23,memory_run-02,-0.9787552
mOFC,acq_ext,lh_hpc,23,memory_run-03,-0.38785923
mOFC,acq_ext,lh_hpc,24,memory_run-01,0.829195
mOFC,acq_ext,lh_hpc,24,memory_run-02,-0.43896568
mOFC,acq_ext,lh_hpc,24,memory_run-03,-0.6672911
mOFC,acq_ext,lh_hpc,25,memory_run-01,0.1556666
mOFC,acq_ext,lh_hpc,25,memory_run-02,-0.3512009
mOFC,acq_ext,lh_hpc,25,memory_run-03,0.6312161
mOFC,acq_ext,lh_hpc,26,memory_run-01,0.17999454
mOFC,acq_ext,lh_hpc,26,memory_run-02,-1.0777065
mOFC,acq_ext,lh_hpc,26,memory_run-03,-0.9963887
mOFC,acq_ext,lh_hpc,101,memory_run-01,0.5030589
mOFC,acq_ext,lh_hpc,101,memory_run-02,-0.06746466
mOFC,acq_ext,lh_hpc,101,memory_run-03,-0.092772655
mOFC,acq_ext,lh_hpc,102,memory_run-01,-1.1426601
mOFC,acq_ext,lh_hpc,102,memory_run-02,-0.097849794
mOFC,acq_ext,lh_hpc,102,memory_run-03,0.19497211
mOFC,acq_ext,lh_hpc,103,memory_run-01,0.96627796
mOFC,acq_ext,lh_hpc,103,memory_run-02,0.2904241
mOFC,acq_ext,lh_hpc,103,memory_run-03,-0.99383986
mOFC,acq_ext,lh_hpc,104,memory_run-01,-0.012882853
mOFC,acq_ext,lh_hpc,104,memory_run-02,-0.2174884
mOFC,acq_ext,lh_hpc,104,memory_run-03,0.35911041
mOFC,acq_ext,lh_hpc,105,memory_run-01,0.3970245
mOFC,acq_ext,lh_hpc,105,memory_run-02,0.19592224
mOFC,acq_ext,lh_hpc,105,memory_run-03,-0.001930196
mOFC,acq_ext,lh_hpc,106,memory_run-01,-0.6863306
mOFC,acq_ext,lh_hpc,106,memory_run-02,-0.004182051
mOFC,acq_ext,lh_hpc,106,memory_run-03,-0.07548094
mOFC,acq_ext,lh_hpc,107,memory_run-01,-0.4227881
mOFC,acq_ext,lh_hpc,107,memory_run-02,-1.5081645
mOFC,acq_ext,lh_hpc,107,memory_run-03,-0.29678792
mOFC,acq_ext,lh_hpc,108,memory_run-01,0.19202663
mOFC,acq_ext,lh_hpc,108,memory_run-02,0.38868088
mOFC,acq_ext,lh_hpc,108,memory_run-03,-0.45707235
mOFC,acq_ext,lh_hpc,109,memory_run-01,-0.79178905
